score	relative	size	hits	path	snippet
4	MODULOS\MODULE_inicio\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\README.md	283	control=2;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_inicio\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\README.md	limpia    Crea un modulo navegable y ligero.    Debe tener module.json, README, objetivo, tareas, evidencias y gates.    Contrato operador reparado E07: esta plantilla incluye 00_CONTROL/module.template.json y 00_CONTROL/module.json para instanciacion segura.
4	MODULOS\MODULE_inicio\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\.obsidian\workspace.json	4751	vista=2;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_inicio\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\.obsidian\workspace.json	
4	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\PROPUESTA_ESTRUCTURA_NORMALIZADA.md	577	control=2;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\PROPUESTA_ESTRUCTURA_NORMALIZADA.md	# Propuesta estructura normalizada    Proyecto nuevo:  BOVEDA_PROYECTO/  BOVEDA_PROYECTO/00_CONTROL/  BOVEDA_PROYECTO/01_OBJETIVO/  BOVEDA_PROYECTO/02_ROADMAP/  BOVEDA_PROYECTO/03_MODULOS/  BOVEDA_PROYECTO/04_EVIDENCIAS/  BOVEDA_PROYECTO/05_GATES/  BOVEDA_PROYECTO/10_CANVAS/  BOVEDA_PROYECTO/90_EXPORTS/  MODULOS/MODULE_inicio/  ARCHIVOS/PLANTILLAS/    Modulo nuevo:  BOVEDA_MODULO/  BOVEDA_MODULO/00_CONTROL/  BOVEDA_MODULO/01_OBJETIVO/  BOVEDA_MODULO/02_TAREAS/  BOVEDA_MODULO/03_EVIDENCIAS/  BOVEDA_MODULO/04_GATES/  BOVEDA_MODULO/10_CANVAS/  BOVEDA_MODULO/90_EXPORTS/
4	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\.obsidian\workspace.json	4751	vista=2;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\.obsidian\workspace.json	
4	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\BORRADOR_CONTRATO_PLANTILLA_MODULO_INICIAL.md	699	control=2;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\BORRADOR_CONTRATO_PLANTILLA_MODULO_INICIAL.md	ato plantilla modulo inicial    Proposito: crear un modulo navegable, con identidad, objetivo, tareas y evidencias, sin duplicar toda la plantilla maestra.    Debe contener:  - 00_CONTROL/module.json  - README del modulo  - Objetivo del modulo  - Tareas iniciales  - Evidencias  - Gates  - Referencia a plantilla maestra oficial    No debe contener:  - Copia pesada innecesaria de toda la boveda  - Rutas largas que rompan Copy-Item  - Historicos no relacionados    Estructura objetivo propuesta:  BOVEDA_MODULO/00_CONTROL  BOVEDA_MODULO/01_OBJETIVO  BOVEDA_MODULO/02_TAREAS  BOVEDA_MODULO/03_EVIDENC
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\HUMAN_GATE_MODEL_ORIGINAL.md	402	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\HUMAN_GATE_MODEL_ORIGINAL.md	o de decision humana antes de avanzar.    ## Campos requeridos  - id  - target_id  - question  - options  - decision  - status    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\TASK_MODEL_ORIGINAL.md	400	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\TASK_MODEL_ORIGINAL.md	a derivada del roadmap.    ## Campos requeridos  - id  - roadmap_id  - title  - status  - assigned_worker  - expected_evidence    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\EVIDENCE_MODEL_ORIGINAL.md	386	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\EVIDENCE_MODEL_ORIGINAL.md	presenta evidencias simuladas y su validacion.    ## Campos requeridos  - id  - source  - summary  - path  - validation_status    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\RESULT_MODEL_ORIGINAL.md	382	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\RESULT_MODEL_ORIGINAL.md	esenta el resultado simulado de una tarea o ciclo.    ## Campos requeridos  - id  - source_task  - summary  - accepted  - next    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\SIM_WORKER_MODEL_ORIGINAL.md	398	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\SIM_WORKER_MODEL_ORIGINAL.md	enta un worker ficticio y sus capacidades simuladas.    ## Campos requeridos  - id  - name  - capabilities  - limits  - status    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\OBJECTIVE_MODEL_ORIGINAL.md	410	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\OBJECTIVE_MODEL_ORIGINAL.md	humano inicial y su estado de aprobacion.    ## Campos requeridos  - id  - title  - intent  - status  - human_decision  - next    ## Relacion  - [[../PROJECT_HOME]]  - [[../00_LAB_CONTROL/SIMULATION_CYCLE]]
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\README_ORIGEN.md	402	operativo=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\99_ARCHIVO_ORIGEN\README_ORIGEN.md	
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\00_HOME\PROJECT_HOME.md	845	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\00_HOME\PROJECT_HOME.md	L]] -> [[RESULT_MODEL]] -> [[DECISION_MODEL]]    ## Superficies  - Canvas principal: [[PROJECT_CANVAS.canvas]]  - Workers: [[WORKER_MODEL]]  - Archivo origen: [[README_ORIGEN]]  - Control: [[project.template]] / [[project]] / [[template-source]]    ## Comandos humanos  1. Abrir objetivo: [[OBJECTIVE_MODEL]]  2. Abrir roadmap: [[ROADMAP_MODEL]]  3. Abrir modulos: [[MODULES_INDEX]]  4. Abrir tareas: [[TASK_MODEL]]  5. Abrir gates: [[HUMAN_GATE_MODEL]]  6. Abrir evidencias: [[EVIDENCE_MODEL]]  7. Abrir resultados: [[RESULT_MODEL]]  8. Abrir decisiones: [[DECISION_MODEL]]
3	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\BORRADOR_CONTRATO_PLANTILLA_MAESTRA.md	719	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\01_BORRADORES\BORRADOR_CONTRATO_PLANTILLA_MAESTRA.md	ricos accidentales  - Pruebas sueltas  - Modulos importados como ruido  - Rutas absolutas antiguas salvo manifiesto de origen    Estructura objetivo propuesta:  BOVEDA_PROYECTO/00_CONTROL  BOVEDA_PROYECTO/01_OBJETIVO  BOVEDA_PROYECTO/02_ROADMAP  BOVEDA_PROYECTO/03_MODULOS  BOVEDA_PROYECTO/04_EVIDENCIAS  BOVEDA_PROYECTO/05_GATES  BOVEDA_PROYECTO/10_CANVAS  BOVEDA_PROYECTO/90_EXPORTS
3	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\README_MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial.md	572	vista=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\README_MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial.md	
3	BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\03_MODULOS\MODULES_INDEX.md	383	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\BOVEDA_PROYECTO\00_PLANTILLA_MAESTRA_OFICIAL\03_MODULOS\MODULES_INDEX.md	Siguiente: [[TASK_MODEL]]    ## Contrato de modulo  Cada modulo debe tener BOVEDA_MODULO, 00_CONTROL/module.json, objetivo, tareas, evidencias y gates.    ## Relacion  Los modulos agrupan [[TASK_MODEL]], producen [[EVIDENCE_MODEL]] y pasan por [[HUMAN_GATE_MODEL]].    ## Ejemplos  Ver carpeta EJEMPLOS_MODULOS_REALES.
3	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\MODULE_INDEX.md	237	control=1;path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\MODULE_INDEX.md	# INDEX MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial    - 00_CONTROL/module.json  - README_MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial.md  - 00_PLANTILLA_MAESTRA_REFERENCIA/SOURCE_TEMPLATE_REFERENCE.json
2	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\SOURCE_TEMPLATE_REFERENCE.json	404	path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\00_PLANTILLA_MAESTRA_REFERENCIA\SOURCE_TEMPLATE_REFERENCE.json	
2	MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\90_GATES\GATE_APLICAR_MEJORA_PLANTILLAS.md	263	path_plantilla=2	C:\Users\pc\Desktop\ENGREMIAT_OPERATOR\ENGREMIAT_PROJECT_p3_20260619-224903\MODULOS\MODULE_mejorar-plantilla-maestra-y-pantilla-modulo-inicial\BOVEDA_MODULO\10_TRABAJO_MEJORA_PLANTILLAS\90_GATES\GATE_APLICAR_MEJORA_PLANTILLAS.md	
